0.0	0.0	0.0	0.511785
0.03333	-0.243684	0.0807116	0.523707
0.06666	-0.491657	0.128351	0.553076
0.09999	-0.585826	0.156764	0.669884
0.13332	-0.612798	0.217615	0.709313
0.16665	-0.614768	0.300394	0.700577
0.19998	-0.608263	0.388695	0.679541
0.23331	-0.607201	0.473252	0.655481
0.26664	-0.625502	0.544802	0.637671
0.29997	-0.675505	0.596166	0.632873
0.3333	-0.752714	0.635008	0.631732
0.36663	-0.84662	0.665411	0.631936
0.39996	-0.947305	0.689858	0.633288
0.43329	-1.04485	0.710835	0.635595
0.46662	-1.12932	0.730826	0.638661
0.49995	-1.19082	0.752315	0.642291
0.53328	-1.23417	0.775286	0.646292
0.56661	-1.27139	0.798005	0.650467
0.59994	-1.30327	0.820384	0.654623
0.63327	-1.33063	0.842333	0.658564
0.6666	-1.35428	0.863764	0.662095
0.69993	-1.37502	0.884587	0.666563
0.73326	-1.39366	0.904713	0.672688
0.76659	-1.41101	0.924054	0.679337
0.79992	-1.42788	0.94252	0.685376
0.83325	-1.44507	0.960022	0.689671
0.86658	-1.4634	0.976472	0.691088
0.89991	-1.47871	0.989591	0.689198
0.93324	-1.4877	0.997961	0.684561
0.96657	-1.49244	1.00279	0.677531
0.9999	-1.495	1.00527	0.668461
1.03323	-1.49745	1.00661	0.657706
1.06656	-1.4996	1.00655	0.645003
1.09989	-1.5002	1.00447	0.630298
1.13322	-1.49977	1.00104	0.614259
1.16655	-1.49883	0.996931	0.597553
1.19988	-1.49788	0.992825	0.580847
1.23321	-1.49745	0.989394	0.564809
