0.0	0.0	0.0	0.0
0.03333	-0.000546489	0.00570163	0.0
0.06666	-0.00143834	0.011686	0.0
0.09999	-0.00163947	0.0171049	0.0
0.13332	-0.000113803	0.0211102	0.0
0.16665	0.0040379	0.0221235	0.0
0.19998	0.0106455	0.0211263	0.0
0.23331	0.0191409	0.0211102	0.0
0.26664	0.031069	0.0238929	0.0
0.29997	0.0454902	0.0279176	0.0
0.3333	0.0581107	0.0311137	0.0
0.36663	0.0646365	0.0314104	0.0226901
0.39996	0.065395	0.0286163	0.0480433
0.43329	0.0639277	0.024314	0.0767893
0.46662	0.0607619	0.0190936	0.10698
0.49995	0.0564249	0.0135453	0.136662
0.53328	0.0514438	0.0082594	0.163882
0.56661	0.0463461	0.003826	0.186689
0.59994	0.0416589	0.00083534	0.203135
0.63327	0.0366439	-0.000772116	0.215075
0.6666	0.0305524	-0.00157168	0.225651
0.69993	0.023896	-0.00174683	0.234839
0.73326	0.0171861	-0.00148104	0.242616
0.76659	0.0109344	-0.000957791	0.248959
0.79992	0.00565238	-0.000360551	0.253847
0.83325	0.00185168	0.000127201	0.257255
0.86658	4.38255e-005	0.00032199	0.259162
0.89991	-0.000370632	0.000282339	0.261657
0.93324	-0.000432212	0.000205579	0.265993
0.96657	-0.000290946	0.000116445	0.270885
0.9999	-9.68641e-005	3.9674e-005	0.275051
1.03323	0.0	0.0	0.277206
