0.0	0.0	0.0	0.0
0.03333	0.0416684	0.0	0.301927
0.06666	0.135122	0.0	0.603854
0.09999	0.233035	0.0	0.805446
0.13332	0.317437	0.0	0.902746
0.16665	0.402678	0.0	0.96415
0.19998	0.489907	0.0	0.997858
0.23331	0.580274	0.0	1.01207
0.26664	0.674931	0.0	1.01499
0.29997	0.781018	0.0	0.998739
0.3333	0.896708	-1.35899e-007	0.950311
0.36663	1.0097	-1.52588e-007	0.870165
0.39996	1.1077	-1.66893e-007	0.758765
0.43329	1.19668	-1.81198e-007	0.604409
0.46662	1.28012	-1.93119e-007	0.410791
0.49995	1.34196	-2.02656e-007	0.20147
0.53328	1.36615	-2.06232e-007	0.0
