0.0	0.0	0.0	0.0
0.03333	0.238744	0.0	0.0
0.06666	0.339906	0.0	0.0
0.09999	0.406467	0.0	0.0
0.13332	0.445594	0.0	0.0
0.16665	0.475038	0.0	0.0
0.19998	0.505161	0.0	0.0
0.23331	0.533526	0.0	0.0
0.26664	0.560657	0.0	0.0
0.29997	0.587076	0.0	0.0
0.3333	0.613305	0.0	0.0
0.36663	0.638181	0.0	0.0
0.39996	0.656094	0.0	0.0
0.43329	0.672588	0.0	0.0
0.46662	0.688604	0.0	0.0
0.49995	0.704524	0.0	0.0
0.53328	0.714408	0.0	0.0
0.56661	0.721202	0.0	0.0
0.59994	0.729331	0.0	0.0
0.63327	0.738685	0.0	0.0
0.6666	0.749157	0.0	0.0
0.69993	0.760638	0.0	0.0
0.73326	0.773019	0.0	0.0
0.76659	0.786194	-1.19209e-007	0.0
0.79992	0.800053	-1.19209e-007	0.0
0.83325	0.814488	-1.23978e-007	0.0
0.86658	0.82939	-1.23978e-007	0.0
0.89991	0.844653	-1.28746e-007	0.0
0.93324	0.860166	-1.28746e-007	0.0
0.96657	0.875823	-1.33514e-007	0.0
0.9999	0.891514	-1.33514e-007	0.0
1.03323	0.907131	-1.38283e-007	0.0
1.06656	0.922567	-1.38283e-007	0.0
1.09989	0.937713	-1.43051e-007	0.0
1.13322	0.95246	-1.43051e-007	0.0
1.16655	0.9667	-1.4782e-007	0.0
1.19988	0.980456	-1.4782e-007	0.0
1.23321	0.994419	-1.4782e-007	0.0
1.26654	1.00866	-1.52588e-007	0.0
1.29987	1.02313	-1.52588e-007	0.0
1.3332	1.03777	-1.57356e-007	0.0
1.36653	1.05253	-1.57356e-007	0.0
1.39986	1.06734	-1.62125e-007	0.0
1.43319	1.08217	-1.62125e-007	0.0
1.46652	1.09694	-1.66893e-007	0.0
1.49985	1.11161	-1.66893e-007	0.0
1.53318	1.12612	-1.71661e-007	0.0
1.56651	1.14041	-1.71661e-007	0.0
1.59984	1.15444	-1.7643e-007	0.0
1.63317	1.16796	-1.7643e-007	0.0
1.6665	1.1797	-1.7643e-007	0.0
1.69983	1.18913	-1.81198e-007	0.0
1.73316	1.19623	-1.81198e-007	0.0
1.76649	1.20278	-1.81198e-007	0.0
1.79982	1.20912	-1.81198e-007	0.0
1.83315	1.21526	-1.81198e-007	0.0
1.86648	1.22123	-1.85966e-007	0.0
1.89981	1.22705	-1.85966e-007	0.0
1.93314	1.23273	-1.85966e-007	0.0
1.96647	1.23831	-1.85966e-007	0.0
1.9998	1.24378	-1.85966e-007	0.0
2.03313	1.24919	-1.90735e-007	0.0
2.06646	1.25454	-1.90735e-007	0.0
2.09979	1.25986	-1.90735e-007	0.0
2.13312	1.26516	-1.90735e-007	0.0
2.16645	1.27048	-1.90735e-007	0.0
2.19978	1.27581	-1.90735e-007	0.0
2.23311	1.2812	-1.95503e-007	0.0
2.26644	1.28665	-1.95503e-007	0.0
2.29977	1.29219	-1.95503e-007	0.0
2.3331	1.29783	-1.95503e-007	0.0
2.36643	1.3036	-1.95503e-007	0.0
2.39976	1.30952	-1.95503e-007	0.0
2.43309	1.3156	-2.00272e-007	0.0
2.46642	1.32187	-2.00272e-007	0.0
2.49975	1.32835	-2.00272e-007	0.0
2.53308	1.33505	-2.00272e-007	0.0
2.56641	1.342	-2.00272e-007	0.0
2.59974	1.34922	-2.0504e-007	0.0
2.63307	1.35672	-2.0504e-007	0.0
2.6664	1.36452	-2.0504e-007	0.0
2.69973	1.37266	-2.0504e-007	0.0
2.73306	1.38114	-2.09808e-007	0.0
2.76639	1.38998	-2.09808e-007	0.0
2.79972	1.39921	-2.09808e-007	0.0
2.83305	1.40885	-2.14577e-007	0.0
2.86638	1.42173	-2.14577e-007	0.0
2.89971	1.43985	-2.19345e-007	0.0
2.93304	1.46194	-2.19345e-007	0.0
2.96637	1.48673	-2.24113e-007	0.0
2.9997	1.51295	-2.28882e-007	0.0
3.03303	1.53934	-2.3365e-007	0.0
3.06636	1.56462	-2.38419e-007	0.0
3.09969	1.58753	-2.38419e-007	0.0
3.13302	1.60681	-2.43187e-007	0.0
3.16635	1.62117	-2.43187e-007	0.0
3.19968	1.63065	-2.47955e-007	0.0
3.23301	1.63672	-2.47955e-007	0.0
3.26634	1.6403	-2.47955e-007	0.0
3.29967	1.6423	-2.47955e-007	0.0
3.333	1.64365	-2.47955e-007	0.0
